age,sex,race,marital_status,education,employment,income,books_read_count,read_print_raw,read_audio_raw,read_ebook_raw,last_book_source,read_news,read_magazines,read_print,read_audio,read_ebook,reader_segment,is_digital_adopter
29,Male,White,Never been married,College graduate,Employed full-time,Refused,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
28,Male,White,Never been married,College graduate,Employed full-time,"$50,000 to under $75,000",2,No,Yes,No,Got the book some other way,Yes,No,0,1,0,Digital/Audio-only,1
28,Male,White,Living with a partner,High school graduate,Employed full-time,"$40,000 to under $50,000",2,Yes,No,No,Purchased the book,Don’t know,No,1,0,0,Print-only,0
28,Male,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",2,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1,Hybrid,1
27,Female,White,Living with a partner,Post-graduate training/professional school after college,Employed full-time,"Less than $10,000",2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0,Print-only,0
27,Male,White,Married,College graduate,Employed full-time,"$50,000 to under $75,000",2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0,Print-only,0
27,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,"$30,000 to under $40,000",2,Yes,No,No,Got the book some other way,No,No,1,0,0,Print-only,0
26,Male,White,Never been married,Post-graduate training/professional school after college,Student,"Less than $10,000",2,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0,Print-only,0
26,Female,White,Married,Post-graduate training/professional school after college,Have own business/self-employed,"$100,000 to under $150,000",2,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
26,Male,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",2,Yes,No,Yes,Purchased the book,Yes,No,1,0,1,Hybrid,1
26,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",2,No,No,Yes,Purchased the book,No,No,0,0,1,Digital/Audio-only,1
25,Male,White,Living with a partner,College graduate,Not employed for pay,"$50,000 to under $75,000",2,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
25,Female,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",2,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
25,Male,White,Never been married,Not specified,Employed full-time,"$20,000 to under $30,000",2,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
25,Male,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$20,000 to under $30,000",2,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
23,Male,White,Never been married,Post-graduate training/professional school after college,Employed full-time,"$20,000 to under $30,000",2,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
22,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$10,000 to under $20,000",2,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0,Print-only,0
22,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",2,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0,Print-only,0
21,Female,White,Living with a partner,"Some college, no 4-year degree",Employed full-time,"$20,000 to under $30,000",2,Yes,No,No,Got the book some other way,Yes,No,1,0,0,Print-only,0
20,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$100,000 to under $150,000",2,No,No,No,Purchased the book,Yes,Yes,0,0,0,Non-reader,0
19,Female,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$75,000 to under $100,000",2,No,No,No,Got the book some other way,Yes,No,0,0,0,Non-reader,0
18,Male,White,Living with a partner,High school graduate,Employed full-time,"$30,000 to under $40,000",2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0,Print-only,0
18,Male,White,Never been married,High school graduate,Employed part-time,"Less than $10,000",2,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0,Print-only,0
17,Male,White,Never been married,High school incomplete,Not employed for pay,"$30,000 to under $40,000",2,Yes,No,No,Got the book some other way,Yes,No,1,0,0,Print-only,0
17,Male,White,Never been married,High school incomplete,Employed part-time,"9$100,000 to under $150,000",2,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0,Print-only,0
17,Female,White,Never been married,High school incomplete,Not employed for pay,"$100,000 to under $150,000",2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0,Print-only,0
70,Male,Refused,Married,"Some college, no 4-year degree",Retired,"$50,000 to under $75,000",1,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
31,Female,Don’t know,Divorced,High school graduate,Not employed for pay,"$20,000 to under $30,000",1,Yes,No,No,Got the book some other way,No,Yes,1,0,0,Print-only,0
53,Male,Native American/American Indian,Married,High school graduate,Employed full-time,"$20,000 to under $30,000",1,No,No,No,Borrowed the book from a friend or family member,No,Yes,0,0,0,Non-reader,0
41,Male,Native American/American Indian,Married,High school graduate,Employed full-time,"$30,000 to under $40,000",1,Don’t know,No,No,Purchased the book,Yes,No,0,0,0,Non-reader,0
66,Female,Mixed race,Don’t know,"Some college, no 4-year degree",Retired,Refused,1,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
65,Female,Mixed race,Divorced,College graduate,Not employed for pay,"Less than $10,000",1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0,Print-only,0
62,Male,Mixed race,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",1,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
48,Male,Mixed race,Married,"Technical, trade or vocational school AFTER high school",Not employed for pay,"Less than $10,000",1,Yes,No,No,Borrowed the book from a library,No,No,1,0,0,Print-only,0
45,Female,Mixed race,Divorced,"Some college, no 4-year degree",Employed full-time,Refused,1,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
41,Male,Mixed race,Living with a partner,College graduate,Not employed for pay,"Less than $10,000",1,No,Yes,Don’t know,Borrowed the book from a library,Yes,Yes,0,1,0,Digital/Audio-only,1
39,Female,Mixed race,Separated,High school incomplete,Not employed for pay,"$20,000 to under $30,000",1,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0,Print-only,0
30,Male,Mixed race,Never been married,"Technical, trade or vocational school AFTER high school",Employed full-time,"$20,000 to under $30,000",1,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0,Print-only,0
18,Male,Mixed race,Never been married,Not specified,Not employed for pay,"Less than $10,000",1,No,No,No,Borrowed the book from a friend or family member,No,Yes,0,0,0,Non-reader,0
49,Male,Asian or Pacific Islander,Married,High school graduate,Have own business/self-employed,"$50,000 to under $75,000",1,Yes,No,No,Got the book some other way,Yes,No,1,0,0,Print-only,0
31,Male,Asian or Pacific Islander,Married,Post-graduate training/professional school after college,Employed full-time,Refused,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0,Print-only,0
25,Male,Asian or Pacific Islander,Married,Post-graduate training/professional school after college,Employed full-time,"9$100,000 to under $150,000",1,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
78,Female,Black or African-American,Married,High school incomplete,Retired,"$10,000 to under $20,000",1,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
75,Female,Black or African-American,Divorced,Post-graduate training/professional school after college,Retired,"Less than $10,000",1,Yes,No,No,Borrowed the book from a library,No,No,1,0,0,Print-only,0
65,Female,Black or African-American,Married,High school graduate,Disabled,"9$100,000 to under $150,000",1,Yes,No,No,8,Yes,No,1,0,0,Print-only,0
62,Male,Black or African-American,Divorced,Not specified,Disabled,"9$100,000 to under $150,000",1,No,No,No,Borrowed the book from a friend or family member,No,No,0,0,0,Non-reader,0
58,Female,Black or African-American,Never been married,High school incomplete,Employed full-time,"$10,000 to under $20,000",1,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
56,Female,Black or African-American,Married,Post-graduate training/professional school after college,Retired,"$100,000 to under $150,000",1,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1,Hybrid,1
55,Female,Black or African-American,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",1,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
54,Male,Black or African-American,Never been married,High school graduate,Employed part-time,"$10,000 to under $20,000",1,Yes,No,No,Got the book some other way,Yes,No,1,0,0,Print-only,0
51,Male,Black or African-American,Married,High school graduate,Employed full-time,Refused,1,No,Yes,Yes,Got the book some other way,Yes,No,0,1,1,Digital/Audio-only,1
50,Male,Black or African-American,Never been married,High school graduate,Employed full-time,"$10,000 to under $20,000",1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
41,Male,Black or African-American,Never been married,High school graduate,Employed full-time,"$40,000 to under $50,000",1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0,Print-only,0
40,Male,Black or African-American,Never been married,College graduate,Have own business/self-employed,"9$100,000 to under $150,000",1,No,No,No,Purchased the book,Yes,Yes,0,0,0,Non-reader,0
34,Female,Black or African-American,Living with a partner,Not specified,Employed full-time,"Less than $10,000",1,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
34,Female,Black or African-American,Never been married,"Some college, no 4-year degree",Not employed for pay,"$20,000 to under $30,000",1,Yes,No,No,Got the book some other way,No,No,1,0,0,Print-only,0
31,Female,Black or African-American,Living with a partner,High school graduate,Employed full-time,"$20,000 to under $30,000",1,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0,Print-only,0
30,Male,Black or African-American,Married,College graduate,Employed full-time,"$75,000 to under $100,000",1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0,Print-only,0
23,Male,Black or African-American,Never been married,High school graduate,Employed full-time,"9$100,000 to under $150,000",1,No,No,No,Got the book some other way,Yes,No,0,0,0,Non-reader,0
20,Male,Black or African-American,Never been married,Not specified,Not employed for pay,"$10,000 to under $20,000",1,No,No,Yes,Borrowed the book from a friend or family member,Yes,No,0,0,1,Digital/Audio-only,1
20,Male,Black or African-American,Never been married,"Some college, no 4-year degree",Employed part-time,"$100,000 to under $150,000",1,No,Yes,No,Purchased the book,No,No,0,1,0,Digital/Audio-only,1
19,Female,Black or African-American,Never been married,High school graduate,Student,"$30,000 to under $40,000",1,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
18,Female,Black or African-American,Never been married,High school incomplete,Employed part-time,"Less than $10,000",1,No,No,Yes,Borrowed the book from a library,No,Yes,0,0,1,Digital/Audio-only,1
18,Male,Black or African-American,Living with a partner,High school graduate,Employed full-time,"$40,000 to under $50,000",1,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
17,Male,Black or African-American,Don’t know,High school incomplete,Employed part-time,"9$100,000 to under $150,000",1,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0,Print-only,0
16,Female,Black or African-American,Never been married,High school incomplete,Not employed for pay,Refused,1,No,No,No,Borrowed the book from a friend or family member,No,No,0,0,0,Non-reader,0
16,Female,Black or African-American,Single,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",1,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0,Print-only,0
85,Female,White,Widowed,High school graduate,Not employed for pay,"$50,000 to under $75,000",1,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
82,Female,White,Widowed,College graduate,Retired,"$75,000 to under $100,000",1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
82,Male,White,Married,"Some college, no 4-year degree",Retired,"$50,000 to under $75,000",1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
82,Female,White,Married,High school graduate,Retired,"$10,000 to under $20,000",1,No,No,No,Got the book some other way,Yes,No,0,0,0,Non-reader,0
81,Female,White,Widowed,High school incomplete,Retired,Refused,1,Yes,No,No,Got the book some other way,No,No,1,0,0,Print-only,0
81,Female,White,Married,High school graduate,Retired,"9$100,000 to under $150,000",1,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0,Print-only,0
79,Female,White,Single,"Some college, no 4-year degree",Retired,"9$100,000 to under $150,000",1,Yes,No,No,Got the book some other way,No,No,1,0,0,Print-only,0
77,Female,White,Married,Post-graduate training/professional school after college,Retired,"$40,000 to under $50,000",1,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1,Hybrid,1
73,Male,White,Married,College graduate,Employed part-time,"$75,000 to under $100,000",1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
72,Female,White,Married,High school graduate,Retired,"$20,000 to under $30,000",1,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
71,Female,White,Widowed,High school graduate,Retired,"Less than $10,000",1,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
71,Female,White,Married,High school graduate,Retired,"$20,000 to under $30,000",1,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0,Print-only,0
67,Female,White,Married,High school graduate,Retired,"$20,000 to under $30,000",1,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0,Print-only,0
67,Male,White,Married,High school graduate,Retired,"$100,000 to under $150,000",1,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0,Hybrid,1
67,Male,White,Married,"Some college, no 4-year degree",Employed part-time,"$20,000 to under $30,000",1,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
66,Female,White,Divorced,"Some college, no 4-year degree",Retired,"$10,000 to under $20,000",1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0,Print-only,0
66,Female,White,Married,"Some college, no 4-year degree",Retired,"$100,000 to under $150,000",1,Yes,No,Yes,Purchased the book,Yes,No,1,0,1,Hybrid,1
65,Female,White,Married,High school graduate,Retired,"$30,000 to under $40,000",1,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0,Print-only,0
64,Female,White,Married,High school graduate,Not employed for pay,"$20,000 to under $30,000",1,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0,Print-only,0
64,Male,White,Married,"Technical, trade or vocational school AFTER high school",Retired,"$30,000 to under $40,000",1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0,Print-only,0
63,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",1,No,No,No,Borrowed the book from a friend or family member,Yes,Yes,0,0,0,Non-reader,0
62,Male,White,Married,Post-graduate training/professional school after college,Employed part-time,"$75,000 to under $100,000",1,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1,Hybrid,1
62,Male,White,Married,"Some college, no 4-year degree",Retired,"$75,000 to under $100,000",1,Yes,No,No,Got the book some other way,Yes,No,1,0,0,Print-only,0
61,Female,White,Divorced,"Some college, no 4-year degree",Employed full-time,"$10,000 to under $20,000",1,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
61,Female,White,Married,Not specified,Not employed for pay,"Less than $10,000",1,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
61,Male,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
61,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",1,No,Yes,Yes,Purchased the book,Yes,No,0,1,1,Digital/Audio-only,1
60,Male,White,Married,High school graduate,Employed full-time,Refused,1,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
59,Female,White,Married,High school graduate,Not employed for pay,"$50,000 to under $75,000",1,No,Yes,No,Purchased the book,No,No,0,1,0,Digital/Audio-only,1
59,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",1,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
59,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",1,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
58,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,"$20,000 to under $30,000",1,Yes,No,No,Got the book some other way,Yes,No,1,0,0,Print-only,0
58,Female,White,Single,High school graduate,Employed full-time,"$10,000 to under $20,000",1,Yes,No,No,Got the book some other way,No,No,1,0,0,Print-only,0
57,Female,White,Married,High school incomplete,Employed full-time,"$20,000 to under $30,000",1,No,Yes,No,Borrowed the book from a library,Yes,No,0,1,0,Digital/Audio-only,1
56,Male,White,Married,High school graduate,Employed full-time,"$40,000 to under $50,000",1,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0,Print-only,0
55,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",1,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0,Print-only,0
54,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
54,Female,White,Single,"Some college, no 4-year degree",Disabled,"9$100,000 to under $150,000",1,No,No,No,8,No,No,0,0,0,Non-reader,0
54,Female,White,Never been married,College graduate,Employed full-time,"$50,000 to under $75,000",1,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
53,Male,White,Divorced,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",1,No,No,No,Borrowed the book from a friend or family member,No,No,0,0,0,Non-reader,0
53,Male,White,Never been married,High school incomplete,Retired,"$10,000 to under $20,000",1,Yes,Yes,No,Borrowed the book from a library,No,Yes,1,1,0,Hybrid,1
53,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",1,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
53,Female,White,Divorced,High school graduate,Not employed for pay,"Less than $10,000",1,Yes,Yes,No,Purchased the book,No,No,1,1,0,Hybrid,1
53,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",1,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0,Print-only,0
52,Female,White,Living with a partner,College graduate,Employed full-time,"$40,000 to under $50,000",1,Yes,No,No,Got the book some other way,Yes,No,1,0,0,Print-only,0
50,Female,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0,Print-only,0
50,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",1,Yes,No,Don’t know,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
49,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",1,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
49,Male,White,Never been married,High school graduate,Employed full-time,Refused,1,No,No,No,9,Yes,No,0,0,0,Non-reader,0
49,Female,White,Living with a partner,High school graduate,Have own business/self-employed,Refused,1,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0,Print-only,0
49,Male,White,Divorced,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",1,Yes,No,No,8,No,No,1,0,0,Print-only,0
48,Male,White,Married,High school graduate,Employed full-time,"$10,000 to under $20,000",1,Yes,Yes,No,Borrowed the book from a library,Yes,No,1,1,0,Hybrid,1
47,Female,White,Divorced,High school incomplete,Not employed for pay,"Less than $10,000",1,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0,Print-only,0
46,Female,White,Living with a partner,High school graduate,Employed full-time,"$50,000 to under $75,000",1,Yes,No,No,8,Yes,Yes,1,0,0,Print-only,0
46,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",1,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0,Hybrid,1
46,Female,White,Married,College graduate,Not employed for pay,"$30,000 to under $40,000",1,Yes,Yes,No,Borrowed the book from a library,Yes,No,1,1,0,Hybrid,1
46,Female,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",1,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
44,Male,White,Divorced,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",1,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
44,Female,White,Married,College graduate,Employed full-time,Refused,1,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0,Print-only,0
44,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",1,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
42,Female,White,Divorced,High school graduate,Employed part-time,"$10,000 to under $20,000",1,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
41,Male,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,1,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
40,Female,White,Married,College graduate,Employed part-time,Refused,1,Yes,No,No,Borrowed the book from a library,No,Yes,1,0,0,Print-only,0
40,Male,White,Married,Not specified,Not employed for pay,"Less than $10,000",1,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
39,Female,White,Married,"Some college, no 4-year degree",Employed part-time,"$30,000 to under $40,000",1,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0,Hybrid,1
38,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
38,Male,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,1,Yes,No,No,Got the book some other way,No,No,1,0,0,Print-only,0
38,Female,White,Married,High school graduate,Employed full-time,Refused,1,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
37,Male,White,Divorced,High school graduate,Employed part-time,"Less than $10,000",1,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0,Print-only,0
37,Male,White,Married,College graduate,Employed full-time,"$50,000 to under $75,000",1,Yes,Yes,No,Borrowed the book from a library,No,No,1,1,0,Hybrid,1
36,Female,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",1,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1,Hybrid,1
35,Male,White,Divorced,"Some college, no 4-year degree",Not employed for pay,"Less than $10,000",1,Yes,Yes,Yes,Borrowed the book from a library,No,No,1,1,1,Hybrid,1
33,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",1,Yes,No,No,Borrowed the book from a library,No,No,1,0,0,Print-only,0
33,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0,Print-only,0
32,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",1,Yes,No,No,Borrowed the book from a library,No,No,1,0,0,Print-only,0
32,Female,White,Married,High school graduate,Not employed for pay,"$50,000 to under $75,000",1,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
32,Male,White,Married,"Technical, trade or vocational school AFTER high school",Have own business/self-employed,"$75,000 to under $100,000",1,Yes,No,No,Got the book some other way,No,No,1,0,0,Print-only,0
31,Male,White,Never been married,High school graduate,Not employed for pay,"$30,000 to under $40,000",1,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
31,Male,White,Married,High school graduate,Not employed for pay,"$30,000 to under $40,000",1,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
31,Male,White,Living with a partner,High school graduate,Employed full-time,"$20,000 to under $30,000",1,Yes,No,No,Borrowed the book from a library,No,No,1,0,0,Print-only,0
31,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",1,Yes,No,Yes,Got the book some other way,Yes,Yes,1,0,1,Hybrid,1
30,Male,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",1,No,No,Yes,Got the book some other way,No,No,0,0,1,Digital/Audio-only,1
30,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$10,000 to under $20,000",1,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No,1,0,1,Hybrid,1
30,Male,White,Living with a partner,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",1,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
29,Male,White,Living with a partner,Not specified,Not employed for pay,"$10,000 to under $20,000",1,Yes,No,No,8,No,No,1,0,0,Print-only,0
29,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",1,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0,Print-only,0
28,Male,White,Single,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",1,No,No,Yes,Purchased the book,Yes,No,0,0,1,Digital/Audio-only,1
27,Female,White,Married,High school graduate,Not employed for pay,"Less than $10,000",1,No,No,No,Got the book some other way,No,No,0,0,0,Non-reader,0
27,Female,White,Married,College graduate,Employed full-time,"$20,000 to under $30,000",1,Yes,No,No,Got the book some other way,Yes,No,1,0,0,Print-only,0
27,Female,White,Married,"Some college, no 4-year degree",Employed part-time,"$50,000 to under $75,000",1,No,Yes,Yes,Purchased the book,Yes,No,0,1,1,Digital/Audio-only,1
26,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",1,Yes,No,No,Got the book some other way,No,No,1,0,0,Print-only,0
25,Male,White,Never been married,College graduate,Employed part-time,"$100,000 to under $150,000",1,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
25,Female,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$10,000 to under $20,000",1,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
24,Male,White,Never been married,College graduate,Employed full-time,"$50,000 to under $75,000",1,No,No,Yes,Purchased the book,Yes,Yes,0,0,1,Digital/Audio-only,1
24,Male,White,Never been married,High school graduate,Employed full-time,"9$100,000 to under $150,000",1,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0,Print-only,0
23,Male,White,Married,High school graduate,Employed full-time,"$10,000 to under $20,000",1,Yes,Yes,No,Purchased the book,No,No,1,1,0,Hybrid,1
22,Female,White,Living with a partner,"Some college, no 4-year degree",Employed full-time,"9$100,000 to under $150,000",1,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0,Print-only,0
22,Male,White,Divorced,High school graduate,Employed full-time,"$100,000 to under $150,000",1,No,Yes,Don’t know,Got the book some other way,Yes,Yes,0,1,0,Digital/Audio-only,1
21,Male,White,Never been married,High school graduate,Not employed for pay,"$30,000 to under $40,000",1,Yes,No,No,Got the book some other way,No,No,1,0,0,Print-only,0
19,Male,White,Never been married,High school graduate,Employed part-time,"$100,000 to under $150,000",1,Yes,No,No,Got the book some other way,No,Yes,1,0,0,Print-only,0
18,Male,White,Never been married,High school graduate,Not employed for pay,"$50,000 to under $75,000",1,Don’t know,No,No,Borrowed the book from a library,No,No,0,0,0,Non-reader,0
17,Male,White,Never been married,High school incomplete,Not employed for pay,"$50,000 to under $75,000",1,Yes,No,No,Borrowed the book from a library,No,Yes,1,0,0,Print-only,0
17,Female,White,Never been married,High school graduate,Not employed for pay,"$20,000 to under $30,000",1,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0,Print-only,0
16,Female,White,Never been married,High school incomplete,Not employed for pay,"$30,000 to under $40,000",1,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
16,Female,White,Never been married,High school incomplete,Not employed for pay,"Less than $10,000",1,Yes,No,No,Borrowed the book from a library,No,No,1,0,0,Print-only,0
16,Male,White,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",1,No,No,No,Got the book some other way,Yes,No,0,0,0,Non-reader,0
16,Female,White,Never been married,High school incomplete,Employed part-time,"9$100,000 to under $150,000",1,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0,Print-only,0
16,Female,White,Never been married,High school incomplete,Not employed for pay,"$10,000 to under $20,000",1,Yes,No,No,Borrowed the book from a library,No,No,1,0,0,Print-only,0
